customer_id,name,email,country,industry,acquisition_channel,plan,support_tier,signup_date,tenure_days,contract_length_months,team_size,monthly_spend_usd,logins_per_month,features_used,support_tickets_last_90d,days_since_last_login,nps_score,churned,churn_date
CUST-00177,Abigail Robbins,norma04@example.com,US,Finance,Referral,Pro,Priority,2023-10-06,453,12,25.0,124.07,11,13,0,15,8.0,0,
CUST-00178,Grace Thomas,clarkmatthew@example.org,Canada,Education,Social,Free,None,2022-07-19,897,12,5.0,0.0,5,14,0,11,6.0,0,
CUST-00179,Katherine Taylor,stephanie28@example.com,Canada,,Social,Pro,Email,2024-09-29,94,12,10.0,106.59,6,7,1,43,0.0,1,2024-11-27
CUST-00180,Nicolas Jones,palmermiguel@example.com,Germany,Retail,Referral,Basic,Dedicated,2021-07-20,1261,1,10.0,35.63,7,1,1,14,5.0,0,
CUST-00181,Robert Greer,sotosarah@example.net,UK,Healthcare,Organic,Enterprise,Email,2022-05-13,964,1,1.0,444.08,4,13,1,32,,0,
CUST-00182,Brenda Rojas,brian22@example.com,US,Finance,Organic,Basic,Priority,2021-06-15,1296,24,25.0,29.79,13,4,0,57,10.0,0,
CUST-00183,Barbara Daniels,gary59@example.net,US,Finance,Paid Search,Pro,None,2024-09-12,111,12,1.0,95.48,8,12,1,6,9.0,0,
CUST-00184,David Robles,spearsrebecca@example.net,UK,,Organic,Enterprise,Dedicated,2024-07-04,181,1,100.0,396.12,12,7,2,1,4.0,0,
CUST-00185,Joshua Anderson,boltonarthur@example.org,Canada,SaaS,Paid Search,Free,Priority,2022-01-12,1085,24,,0.0,10,2,0,2,8.0,0,
CUST-00186,Kimberly Warren,emilysharp@example.org,Brazil,,Paid Search,Enterprise,Dedicated,2023-08-22,498,1,5.0,703.84,5,17,0,4,10.0,0,
CUST-00187,Cory Savage,nadams@example.net,India,SaaS,Paid Search,Pro,Priority,2024-04-08,268,12,1.0,108.69,8,1,1,8,0.0,0,
CUST-00188,Diana White,xpatterson@example.com,Australia,Finance,Paid Search,Free,Email,2023-03-22,651,1,50.0,0.0,8,14,2,1,,1,2024-05-21
CUST-00189,Edward Vega,jonesjeffrey@example.org,Australia,Finance,Social,Basic,Dedicated,2023-02-13,688,24,,37.32,7,1,0,4,,0,
CUST-00190,Timothy Robinson,qshaw@example.net,Canada,,Social,Pro,Email,2021-12-20,1108,24,1.0,101.42,5,3,2,4,,0,
CUST-00191,William Howard,nelsonpaul@example.org,US,Education,Paid Search,Free,Email,2021-05-16,1326,12,2.0,0.0,8,11,1,0,,0,
CUST-00192,Jeremy Dickerson,daustin@example.org,India,Other,Email,Basic,Priority,2024-08-02,152,1,1.0,36.07,6,7,1,5,10.0,0,
CUST-00193,Jacqueline Hendricks,idavis@example.org,Canada,Healthcare,Email,Basic,Priority,2024-08-07,147,12,25.0,31.24,3,9,1,1,5.0,0,
CUST-00194,Sarah Hoffman,pamelarichardson@example.org,France,Finance,Paid Search,Pro,Dedicated,2023-07-14,537,12,2.0,86.09,8,3,0,6,9.0,0,
CUST-00195,Teresa Ramos,danielsdaniel@example.com,US,Finance,Paid Search,Free,None,2022-05-10,967,1,,0.0,9,1,1,2,5.0,0,
CUST-00196,Robert Perez,tonya51@example.com,UK,,Paid Search,Pro,Priority,2022-05-25,952,12,1.0,101.5,5,19,0,20,6.0,0,
CUST-00197,Steven Fernandez,joneskevin@example.com,Germany,SaaS,Email,Enterprise,Priority,2023-11-26,402,12,10.0,493.62,6,2,1,1,10.0,0,
CUST-00198,Deborah Morrison,angelapierce@example.net,India,Retail,Social,Enterprise,None,2024-08-02,152,1,5.0,413.03,3,5,0,24,8.0,0,
CUST-00199,Victoria Roth,knightjason@example.org,Germany,,Organic,Pro,Email,2024-07-19,166,1,10.0,84.5,7,17,1,10,5.0,0,
CUST-00200,Jennifer Barnett,sherry26@example.com,UK,Finance,Paid Search,Free,Email,2024-02-13,323,12,25.0,0.0,9,19,2,7,,1,2024-11-26
CUST-00201,Olivia Miller,myerschristian@example.org,Brazil,Education,Referral,Pro,Email,2023-07-27,524,12,1.0,100.54,7,5,1,9,0.0,0,
CUST-00202,Oscar Salinas,jimenezcarolyn@example.com,US,,Paid Search,Free,Dedicated,2021-05-03,1339,24,10.0,0.0,8,14,3,5,5.0,0,
CUST-00203,Scott Maynard,michele80@example.net,UK,SaaS,Organic,Free,Email,2021-08-24,1226,1,10.0,0.0,3,10,1,1,8.0,1,2024-03-20
CUST-00204,Cindy White,smorales@example.net,US,Other,Social,Basic,Priority,2024-08-04,150,12,5.0,31.72,6,7,0,17,7.0,0,
CUST-00205,Travis Malone,williamsdorothy@example.org,Australia,SaaS,Referral,Basic,Dedicated,2023-06-05,576,12,1.0,29.02,4,8,1,31,7.0,0,
CUST-00206,Robert Warner,carmen09@example.com,India,Healthcare,Social,Pro,Email,2021-01-14,1448,1,25.0,75.29,9,8,3,35,,0,
CUST-00207,Angel Jackson,bday@example.org,US,Finance,Social,Pro,Priority,2021-05-29,1313,12,500.0,117.67,6,7,1,13,6.0,0,
CUST-00208,Hannah Smith,parkerjuan@example.net,India,Healthcare,Referral,Basic,Email,2023-08-27,493,1,100.0,22.0,6,13,0,6,0.0,1,2024-11-19
CUST-00209,Amy Foster,diana24@example.com,US,SaaS,Paid Search,Basic,Priority,2021-01-08,1454,1,25.0,31.94,14,14,2,7,6.0,0,
CUST-00210,William Castro,tylerburton@example.com,India,SaaS,Referral,Enterprise,None,2021-08-23,1227,12,5.0,576.18,9,19,1,12,9.0,0,
CUST-00211,Parker Mayer,rweiss@example.net,Australia,SaaS,Organic,Basic,Dedicated,2023-03-13,660,12,2.0,29.41,3,11,1,20,,0,
CUST-00212,Samantha Peck,ecunningham@example.com,India,Finance,Referral,Basic,None,2023-10-08,451,24,1.0,25.36,3,2,0,5,6.0,0,
CUST-00213,John Hudson,hughesdeborah@example.org,US,Healthcare,Organic,Free,Email,2023-08-10,510,1,5.0,0.0,0,17,0,29,0.0,0,
CUST-00214,Keith Decker,aprilfrancis@example.net,Brazil,Retail,Referral,Pro,Priority,2021-11-24,1134,12,1.0,111.5,11,6,2,4,8.0,0,
CUST-00215,Anna Todd,elizabethoneal@example.com,Canada,Finance,Organic,Pro,Email,2023-11-06,422,1,,89.98,6,9,1,9,,0,
CUST-00216,Brian Thomas,mary27@example.org,UK,Education,Organic,Free,Email,2021-12-13,1115,1,50.0,0.0,16,19,2,39,5.0,0,
CUST-00217,Bobby Gutierrez,angelalewis@example.org,India,SaaS,Organic,Free,Email,2022-04-21,986,24,100.0,0.0,12,5,1,33,,0,
CUST-00218,Dave Reid,grayrachel@example.com,US,Healthcare,Organic,Pro,Priority,2023-12-26,372,12,100.0,76.58,6,9,2,14,10.0,0,
CUST-00219,Katie Clark,markdudley@example.com,India,Finance,Referral,Pro,None,2023-08-07,513,1,1.0,101.05,3,7,1,4,7.0,0,
CUST-00220,Michael Ward,rjenkins@example.org,US,Retail,Referral,Basic,None,2024-05-24,222,12,50.0,35.27,3,4,1,2,6.0,0,
CUST-00221,Gavin Holmes,rebeccaprince@example.com,Canada,Retail,Paid Search,Enterprise,Email,2023-08-19,501,24,1.0,381.8,5,18,1,1,8.0,0,
CUST-00222,Christie Holder,mollyferguson@example.org,Germany,Finance,Organic,Free,Email,2023-04-10,632,1,5.0,0.0,6,18,0,14,,1,2024-05-07
CUST-00223,Jeff Mcbride,hphillips@example.net,US,Other,Organic,Basic,None,2021-05-17,1325,1,10.0,30.63,7,17,2,8,4.0,0,
CUST-00224,Leslie Prince,dodsonlee@example.org,US,Education,Organic,Enterprise,Email,2022-06-21,925,1,5.0,358.66,5,4,1,10,,0,
CUST-00225,Daniel Howard,bruce81@example.net,US,Finance,Organic,Basic,Email,2022-01-23,1074,24,100.0,28.02,6,16,1,7,5.0,0,
CUST-00226,Daniel Burns,vbell@example.org,Germany,Finance,Social,Pro,None,2021-12-23,1105,1,2.0,108.04,7,5,1,7,,0,
CUST-00227,Stuart Miller,emilywagner@example.com,UK,Retail,Organic,Basic,Email,2024-11-21,41,1,5.0,28.74,5,9,4,10,7.0,0,
CUST-00228,Timothy Stanley,vlong@example.com,France,,Paid Search,Basic,Priority,2022-07-28,888,12,1.0,31.52,8,2,0,29,9.0,0,
CUST-00229,Jamie Gonzalez,gonzalezmeredith@example.net,US,Healthcare,Organic,Enterprise,None,2024-07-26,159,12,50.0,588.33,8,2,0,0,9.0,0,
CUST-00230,Linda Heath,smithdeborah@example.com,US,SaaS,Organic,Basic,Email,2023-07-11,540,12,5.0,23.85,10,4,1,19,0.0,1,2024-10-24
CUST-00231,Donna Allen,avega@example.net,Australia,Finance,Paid Search,Pro,Priority,2024-03-06,301,12,10.0,99.52,7,17,1,5,8.0,0,
CUST-00232,Andrew Jones,theresa10@example.com,US,Finance,Referral,Free,Email,2023-01-04,728,12,10.0,0.0,8,19,2,16,7.0,0,
CUST-00233,Sean Potter,lisawilliams@example.com,India,Retail,Organic,Free,Priority,2023-04-23,619,24,10.0,0.0,11,3,0,35,7.0,1,2023-10-25
CUST-00234,Michael Garcia,tyler25@example.com,India,Other,Organic,Free,Email,2022-12-21,742,1,5.0,0.0,7,5,1,4,8.0,0,
CUST-00235,Elizabeth Smith,ryan66@example.org,Canada,SaaS,Paid Search,Pro,Email,2021-10-13,1176,1,2.0,111.77,8,10,2,1,4.0,0,
CUST-00236,James Jordan,david01@example.org,France,Retail,Organic,Basic,None,2023-11-21,407,12,10.0,34.6,4,6,1,3,10.0,0,
CUST-00237,Jacob Ingram,kevingardner@example.org,India,,Organic,Pro,Priority,2022-02-14,1052,12,100.0,104.07,19,3,0,3,8.0,0,
CUST-00238,Joseph Weaver,bailey13@example.com,US,Education,Email,Basic,Priority,2021-02-05,1426,12,25.0,36.26,4,17,0,16,6.0,0,
CUST-00239,Christopher Floyd,aolson@example.net,US,Finance,Referral,Enterprise,None,2023-08-01,519,1,1.0,413.72,15,10,0,0,,0,
CUST-00240,Dawn Daniel,pshelton@example.net,US,Retail,Referral,Free,Email,2021-09-16,1203,12,1.0,0.0,12,12,1,0,4.0,1,2023-03-05
CUST-00241,Kristina Pacheco,gravesnathan@example.net,Australia,Finance,Paid Search,Pro,Dedicated,2024-10-05,88,12,5.0,109.29,5,1,2,14,8.0,0,
CUST-00242,Candice Mccall,kristensmith@example.com,US,Retail,Paid Search,Pro,Email,2024-10-24,69,24,25.0,66.69,9,18,1,9,0.0,0,
CUST-00243,Heather Williams,kristenfisher@example.net,France,Education,Paid Search,Pro,Email,2024-08-28,126,12,,105.7,4,19,4,6,6.0,0,
CUST-00244,Dennis Hayes,johnsonjoseph@example.org,Brazil,Healthcare,Referral,Pro,Dedicated,2022-06-25,921,1,10.0,89.42,6,4,0,10,8.0,0,
CUST-00245,Zachary Castillo,staciebeard@example.com,India,Healthcare,Referral,Pro,Priority,2021-01-23,1439,12,100.0,123.8,4,15,2,15,9.0,0,
CUST-00246,John Ballard,sherri42@example.net,Germany,Other,Organic,Pro,Email,2024-09-17,106,1,,108.35,15,9,2,1,5.0,0,
CUST-00247,Donald Brown,johnprince@example.org,US,Retail,Paid Search,Free,Priority,2022-09-18,836,24,,0.0,4,6,0,9,7.0,0,
CUST-00248,Jasmine Matthews,aliciacurtis@example.net,India,SaaS,Paid Search,Free,Priority,2024-11-12,50,12,50.0,0.0,6,12,0,20,7.0,0,
CUST-00249,Jennifer Graham,tonyacruz@example.net,France,Finance,Social,Enterprise,Email,2024-11-07,55,12,5.0,393.76,4,18,3,5,6.0,0,
CUST-00250,James Mcdaniel,garnervictoria@example.net,US,Other,Referral,Pro,Email,2024-05-30,216,12,,123.35,7,15,0,17,,0,
CUST-00251,Helen Lopez,areed@example.org,US,Retail,Paid Search,Pro,Email,2022-03-06,1032,1,5.0,128.87,12,19,0,22,,0,
CUST-00252,Jodi Nunez,victoriajohnson@example.net,India,SaaS,Organic,Basic,Dedicated,2022-07-17,899,1,,28.26,5,9,2,20,5.0,0,
CUST-00253,John Roberts,jamesward@example.com,Canada,Retail,Referral,Free,Priority,2024-05-27,219,1,10.0,0.0,3,13,1,12,10.0,0,
CUST-00254,Joshua Alvarado,jasonvalentine@example.org,India,Healthcare,Organic,Free,None,2022-04-08,999,12,5.0,0.0,6,16,0,15,7.0,0,
CUST-00255,Anthony Thompson,oharvey@example.com,India,,Paid Search,Pro,Priority,2021-09-05,1214,12,2.0,87.04,3,13,1,18,9.0,0,
CUST-00256,Kelly Henderson,zwagner@example.com,France,Finance,Organic,Basic,Email,2023-03-24,649,1,25.0,29.35,4,1,1,15,5.0,0,
CUST-00257,Sandra Frazier,hwright@example.com,Germany,Other,Referral,Free,None,2024-09-28,95,12,2.0,0.0,7,18,3,7,9.0,0,
CUST-00258,Kirk Williams,diane92@example.net,UK,Healthcare,Organic,Basic,Email,2023-10-14,445,1,2.0,40.96,9,3,0,2,2.0,1,2024-10-28
CUST-00259,Joe Foley,wilkinsbrittany@example.net,UK,,Paid Search,Free,Email,2023-04-13,629,12,10.0,0.0,6,17,1,4,8.0,1,2023-11-24
CUST-00260,Brittany Woodward,petersonjohn@example.net,UK,Healthcare,Social,Basic,Priority,2021-05-22,1320,12,,32.42,2,5,2,2,6.0,1,2024-07-18
CUST-00261,Eric Hawkins,castroandrea@example.org,Australia,SaaS,Organic,Basic,None,2023-06-17,564,12,2.0,28.43,16,6,3,5,7.0,0,
CUST-00262,Joshua Sampson,ryanwhite@example.net,France,Other,Paid Search,Pro,Priority,2024-12-16,16,1,1.0,106.78,7,17,1,8,,1,
CUST-00263,Charles Rice,myoung@example.com,India,Healthcare,Paid Search,Basic,Email,2021-07-24,1257,24,10.0,25.71,9,17,0,38,0.0,0,
CUST-00264,Michael Wong,jbentley@example.net,UK,Retail,Organic,Basic,None,2023-01-27,705,1,10.0,28.76,10,1,2,38,8.0,0,
CUST-00265,Andrew Mccullough,erik80@example.com,France,Finance,Social,Free,Dedicated,2024-07-04,181,1,5.0,0.0,3,7,0,17,7.0,0,
CUST-00266,Joe House,francismatthew@example.com,Canada,Healthcare,Organic,Free,Email,2023-12-18,380,12,1.0,0.0,2,16,0,47,8.0,1,2024-05-23
CUST-00267,Jaime Nash,suarezricardo@example.net,France,Finance,Paid Search,Basic,Email,2023-10-15,444,24,,33.04,5,5,0,74,,0,
CUST-00268,Karla Lewis,brownjulie@example.org,Canada,SaaS,Referral,Basic,Email,2023-10-23,436,1,25.0,24.76,6,16,0,25,5.0,0,
CUST-00269,Matthew Walker,hfreeman@example.org,US,Education,Referral,Pro,Priority,2022-06-09,937,12,5.0,82.29,11,4,1,0,9.0,0,
CUST-00270,April White,william19@example.com,Germany,Other,Referral,Basic,Email,2022-03-05,1033,12,50.0,26.73,11,11,0,6,8.0,0,
CUST-00271,Patrick Cooper,wwood@example.net,US,Finance,Organic,Pro,None,2024-03-27,280,12,10.0,84.87,12,14,0,9,6.0,0,
CUST-00272,April Hughes,nicholsonmaria@example.com,UK,Other,Organic,Pro,None,2024-03-28,279,12,10.0,90.78,11,13,1,1,8.0,0,
CUST-00273,Terry Watson,eguerrero@example.org,Germany,SaaS,Referral,Pro,Email,2024-06-19,196,1,100.0,95.79,4,8,0,19,9.0,0,
CUST-00274,Mikayla Wright,patricia71@example.net,Canada,Healthcare,Paid Search,Free,Priority,2024-08-26,128,1,1.0,0.0,2,15,2,1,9.0,0,
CUST-00275,Shari Lucas,sarahbuchanan@example.net,Brazil,Finance,Social,Basic,Email,2023-01-17,715,12,5.0,34.24,12,18,2,5,0.0,0,
CUST-00276,Rebecca Campbell,brenda56@example.com,France,Finance,Social,Free,None,2023-01-03,729,1,1.0,0.0,16,7,1,0,9.0,0,
CUST-00277,Linda Lynn,cynthia68@example.org,Australia,Healthcare,Social,Free,None,2024-03-11,296,12,5.0,0.0,11,19,1,8,,0,
CUST-00278,Brooke Duncan,stephaniewalker@example.org,Germany,,Paid Search,Enterprise,Email,2023-08-07,513,1,,614.49,6,9,0,10,8.0,0,
CUST-00279,Amber Johnson,vrice@example.net,Canada,SaaS,Paid Search,Free,Dedicated,2023-10-22,437,12,1.0,0.0,6,11,3,15,6.0,0,
CUST-00280,Raymond Anderson,clinejason@example.net,US,Retail,Social,Basic,Email,2024-03-07,300,12,100.0,32.67,6,10,1,4,8.0,0,
CUST-00281,Jennifer Moody,cristian88@example.com,US,SaaS,Paid Search,Pro,Dedicated,2024-07-23,162,24,10.0,101.99,7,14,0,10,8.0,0,
CUST-00282,Rebekah Wright,youngchristie@example.org,UK,Finance,Organic,Pro,Email,2022-05-09,968,12,50.0,115.41,6,16,2,15,6.0,0,
CUST-00283,Aaron Rogers,whitegregory@example.net,Germany,SaaS,Social,Basic,None,2022-07-03,913,1,5.0,29.38,13,8,0,17,7.0,1,2023-06-18
CUST-00284,Vanessa Palmer,morganflores@example.org,US,SaaS,Social,Free,Priority,2021-05-18,1324,1,,0.0,4,1,1,4,8.0,0,
CUST-00285,Karen Hall,dustinjones@example.net,US,Finance,Paid Search,Basic,Email,2023-04-25,617,12,1.0,18.48,10,12,0,0,,0,
CUST-00286,Ashley Delgado,kimberlysutton@example.org,US,Finance,Organic,Basic,Priority,2021-02-22,1409,12,5.0,39.21,3,3,1,0,0.0,1,2022-05-24
CUST-00287,Jonathan Robertson,snyderseth@example.com,Brazil,Other,Paid Search,Free,Dedicated,2022-11-11,782,12,10.0,0.0,8,2,2,17,0.0,1,2024-01-26
CUST-00288,Ivan Harris,lindajenkins@example.net,UK,Finance,Social,Basic,None,2023-03-04,669,12,1.0,30.99,9,16,2,5,8.0,0,
CUST-00289,Thomas Davenport,williamsnicholas@example.net,Germany,Retail,Email,Free,None,2022-02-23,1043,12,25.0,0.0,1,4,3,1,9.0,0,
CUST-00290,Denise Olsen,johnjones@example.org,US,Education,Organic,Free,Priority,2023-05-13,599,24,2.0,0.0,10,2,1,2,9.0,0,
CUST-00291,Daniel Williams,qking@example.com,France,,Organic,Basic,Email,2021-02-14,1417,1,5.0,28.07,6,12,0,17,5.0,0,
CUST-00292,Sandra Gibson PhD,diana09@example.com,US,SaaS,Social,Free,None,2021-02-24,1407,12,5.0,0.0,8,17,0,10,7.0,0,
CUST-00293,Terry Franklin,pgreen@example.com,US,Finance,Paid Search,Basic,None,2024-04-15,261,1,500.0,40.39,9,10,2,8,5.0,0,
CUST-00294,Nicholas Carrillo,masonrussell@example.net,Germany,Other,Paid Search,Pro,None,2022-06-10,936,12,1.0,100.75,2,8,0,11,10.0,1,2022-11-03
CUST-00295,Brent White,maxwell67@example.net,US,Retail,Email,Pro,Priority,2021-07-05,1276,12,10.0,115.07,7,18,2,1,5.0,1,2021-09-18
CUST-00296,Michelle Wilson,lisa08@example.net,US,Retail,Organic,Free,None,2023-02-02,699,12,5.0,0.0,7,18,2,4,6.0,1,2024-10-24
CUST-00297,Cassandra Vega,kortiz@example.org,US,SaaS,Referral,Free,Email,2024-01-30,337,1,1.0,0.0,10,18,3,5,8.0,0,
CUST-00298,Ryan Rivera,cody54@example.com,US,SaaS,Organic,Free,Email,2021-11-12,1146,12,10.0,0.0,5,2,0,4,9.0,0,
CUST-00299,Ashley Diaz,ericalove@example.com,US,Healthcare,Paid Search,Pro,Email,2023-06-29,552,1,2.0,74.49,2,12,0,23,,0,
CUST-00300,Linda Anderson MD,twilliams@example.net,UK,Finance,Social,Pro,None,2021-05-05,1337,1,1.0,92.63,11,10,2,10,,0,
CUST-00301,Becky Frost,nguyenjacqueline@example.net,India,,Paid Search,Free,Priority,2021-03-17,1386,1,1.0,0.0,9,8,4,15,7.0,0,
CUST-00302,Craig Peterson,erikjackson@example.org,France,Other,Email,Enterprise,None,2023-02-15,686,12,25.0,420.41,13,19,1,3,,0,
CUST-00303,Christine Bennett,rking@example.net,Germany,Education,Referral,Free,Priority,2023-03-01,672,1,1.0,0.0,7,10,1,3,1.0,1,2024-11-16
CUST-00304,David Robles,rebeccadorsey@example.net,US,Finance,Paid Search,Basic,Priority,2023-07-20,531,1,5.0,40.97,10,11,1,3,8.0,0,
CUST-00305,Andrew Harmon,amy29@example.org,Brazil,Education,Organic,Pro,Email,2023-11-27,401,1,1.0,111.94,8,14,0,13,7.0,0,
CUST-00306,Erica Weber,brett49@example.net,UK,SaaS,Paid Search,Pro,Email,2024-11-25,37,1,1.0,73.58,3,15,0,5,,0,
CUST-00307,Samantha Brown,wangjamie@example.net,US,Healthcare,Paid Search,Pro,Email,2023-01-24,708,1,2.0,111.3,6,10,2,6,4.0,0,
CUST-00308,Courtney Williams,wrightanthony@example.net,France,Finance,Organic,Pro,Email,2022-04-17,990,1,5.0,111.26,7,4,3,14,4.0,1,2022-07-29
CUST-00309,Frances Haley,gsmith@example.net,US,Education,Paid Search,Basic,Priority,2024-03-06,301,12,2.0,31.5,14,7,0,42,9.0,0,
CUST-00310,Rachel Gibson,amandagarcia@example.org,UK,Education,Paid Search,Pro,Priority,2022-01-31,1066,12,1.0,117.28,3,11,2,2,8.0,1,2023-09-22
CUST-00311,Kristin Lozano,wmiller@example.net,Germany,Retail,Referral,Free,Email,2022-10-03,821,1,25.0,0.0,4,3,2,0,9.0,0,
CUST-00312,Stacey Golden,lisa97@example.com,India,Other,Referral,Pro,Email,2021-04-25,1347,12,5.0,93.66,6,5,1,2,9.0,0,
CUST-00313,Scott Medina,jessehernandez@example.org,Germany,SaaS,Referral,Basic,Dedicated,2021-02-07,1424,1,1.0,33.14,9,2,0,15,,0,
CUST-00314,Charles Davis,sfox@example.org,Canada,Other,Organic,Pro,Dedicated,2024-11-06,56,1,5.0,92.75,12,12,0,2,5.0,0,
CUST-00315,Paul Mcclain,robert77@example.net,Brazil,Other,Organic,Basic,Email,2024-05-05,241,12,1.0,18.63,2,5,2,10,5.0,0,
CUST-00316,Steven Stevens,sarascott@example.com,US,SaaS,Referral,Pro,Email,2023-10-14,445,12,10.0,121.99,4,7,0,10,10.0,0,
CUST-00317,Lance Thomas,rebeccahartman@example.org,US,,Paid Search,Basic,Email,2022-08-21,864,24,2.0,34.61,10,4,0,4,7.0,0,
CUST-00318,Billy Avery,hendrixleslie@example.net,UK,SaaS,Organic,Pro,Dedicated,2021-09-11,1208,1,1.0,86.08,14,11,4,0,2.0,1,2023-07-08
CUST-00319,Brad Freeman,hharrison@example.net,UK,Healthcare,Social,Free,None,2021-08-17,1233,12,1.0,0.0,2,9,0,6,5.0,0,
CUST-00320,Randy Ferguson,odavis@example.net,UK,Healthcare,Social,Free,Email,2022-01-01,1096,12,2.0,0.0,6,4,1,2,9.0,0,
CUST-00321,Elizabeth Gray,gallagherkristen@example.com,India,Finance,Paid Search,Free,Email,2023-03-13,660,24,25.0,0.0,6,9,0,2,9.0,0,
CUST-00322,Christopher Russell,bhawkins@example.org,Canada,Other,Organic,Free,Email,2023-11-10,418,24,1.0,0.0,9,12,0,8,9.0,0,
CUST-00323,Russell Taylor,nbrown@example.net,France,Finance,Social,Pro,Email,2023-08-22,498,1,1.0,104.12,7,16,2,13,6.0,0,
CUST-00324,Leonard Peterson,hmoore@example.com,UK,Healthcare,Referral,Free,Dedicated,2022-02-13,1053,1,5.0,0.0,6,1,1,0,8.0,0,
CUST-00325,Barry Martinez,kevin14@example.org,India,Education,Social,Enterprise,None,2024-10-26,67,12,10.0,477.37,4,8,2,10,5.0,0,
CUST-00326,Ashley Stevens,crodriguez@example.net,Brazil,Other,Social,Basic,Email,2023-12-14,384,1,1.0,29.1,12,1,2,3,4.0,0,
CUST-00327,Sheri Morales,amy63@example.net,India,SaaS,Social,Free,None,2023-03-21,652,12,2.0,0.0,8,19,0,13,0.0,1,2023-12-07
CUST-00328,Nicole Nelson,fosterchristopher@example.net,US,Other,Paid Search,Pro,None,2023-06-13,568,1,2.0,107.97,12,4,1,19,4.0,0,
CUST-00329,Robert Gutierrez,amy26@example.org,Canada,SaaS,Organic,Pro,Email,2022-09-05,849,12,1.0,99.74,4,14,2,19,8.0,1,2024-01-13
CUST-00330,Curtis Boyd,pcohen@example.net,US,Education,Referral,Basic,Email,2021-12-28,1100,1,2.0,34.23,6,14,0,5,,0,
CUST-00331,Kimberly Fleming,aarnold@example.net,US,Retail,Referral,Basic,Email,2022-06-04,942,1,1.0,27.32,11,9,1,10,,0,
CUST-00332,Angel Brown,brad26@example.net,US,,Referral,Pro,Email,2024-01-12,355,24,10.0,134.82,8,9,5,18,10.0,0,
CUST-00333,Kara Ware,jorge68@example.net,France,Healthcare,Organic,Free,None,2021-01-22,1440,1,500.0,0.0,3,17,4,0,6.0,0,
CUST-00334,Tiffany Miller,melanie89@example.com,Canada,Finance,Organic,Enterprise,Email,2021-06-19,1292,1,10.0,423.87,7,15,1,11,6.0,0,
CUST-00335,Rachel Banks,pinedaxavier@example.net,US,Retail,Social,Enterprise,Dedicated,2021-03-09,1394,1,5.0,468.25,11,10,1,21,6.0,0,
CUST-00336,Jessica Thomas,nmcdonald@example.org,UK,SaaS,Referral,Pro,Dedicated,2021-03-01,1402,24,10.0,115.46,6,17,2,5,6.0,0,
CUST-00337,Sarah Nielsen,ajones@example.net,Germany,,Email,Free,Email,2024-06-02,213,12,10.0,0.0,5,9,1,7,5.0,0,
CUST-00338,Harry Hardy,patrickjohnson@example.org,UK,Other,Social,Pro,Email,2023-10-25,434,12,25.0,91.54,6,4,3,14,8.0,0,
CUST-00339,James Rivera,emilywright@example.org,US,Retail,Referral,Free,Dedicated,2022-11-24,769,12,10.0,0.0,4,14,0,0,8.0,0,
CUST-00340,Matthew Everett,lisa62@example.net,UK,SaaS,Referral,Free,None,2021-05-23,1319,1,10.0,0.0,5,3,1,5,9.0,1,2023-02-02
CUST-00341,Eric Ramos,gestrada@example.org,Australia,Healthcare,Social,Basic,Priority,2022-12-19,744,1,2.0,32.05,7,12,0,4,6.0,0,
CUST-00342,Nicole Rivera,xcastillo@example.org,US,SaaS,Referral,Basic,Dedicated,2022-11-23,770,1,5.0,21.22,2,1,0,0,8.0,0,
CUST-00343,Amy Ryan,brian87@example.org,US,Education,Referral,Pro,None,2021-09-10,1209,12,2.0,124.61,5,1,1,2,8.0,0,
CUST-00344,Garrett Frank,logan78@example.com,UK,,Organic,Pro,None,2022-09-26,828,12,1.0,87.44,7,13,3,6,10.0,0,
CUST-00345,Samuel Owens,travis22@example.org,Brazil,Finance,Paid Search,Pro,Dedicated,2022-08-05,880,1,2.0,79.82,8,14,1,2,6.0,0,
CUST-00346,Amanda White,rbradley@example.org,Canada,,Referral,Basic,Email,2023-06-19,562,1,5.0,34.19,6,16,0,11,10.0,0,
CUST-00347,Monique Horton,mccoykimberly@example.org,Canada,Education,Organic,Basic,None,2023-07-17,534,1,10.0,30.67,20,7,0,7,8.0,1,2024-04-18
CUST-00348,Jonathan Walker,kochsarah@example.com,UK,Finance,Organic,Basic,Email,2021-03-08,1395,1,100.0,36.39,18,10,1,0,,0,
CUST-00349,Brian Farrell,keithhess@example.org,France,Education,Paid Search,Enterprise,Email,2022-07-01,915,1,2.0,526.43,10,15,2,3,0.0,0,
CUST-00350,Tammy Wolfe,michellelittle@example.com,US,Finance,Organic,Free,Priority,2023-07-03,548,1,1.0,0.0,12,8,1,0,,0,
CUST-00351,David Bell,idurham@example.org,Canada,Education,Organic,Pro,Priority,2023-01-05,727,1,50.0,117.32,5,11,1,5,7.0,0,
CUST-00352,Brandon Wolfe,lauraberry@example.com,India,Finance,Paid Search,Basic,Dedicated,2024-06-04,211,24,100.0,23.65,3,14,2,3,,0,
CUST-00353,Jeffrey Davies,scottjackson@example.org,France,Healthcare,Email,Basic,Email,2023-08-20,500,1,5.0,33.78,13,13,2,13,5.0,0,
CUST-00354,Paul Barton,jonesthomas@example.org,India,Other,Paid Search,Pro,Email,2021-08-26,1224,12,1.0,94.0,9,13,3,4,10.0,0,
