customer_id,name,email,country,industry,acquisition_channel,plan,support_tier,signup_date,tenure_days,contract_length_months,team_size,monthly_spend_usd,logins_per_month,features_used,support_tickets_last_90d,days_since_last_login,nps_score,churned,churn_date,nps_missing,tenure_months,is_annual_contract,engagement_score
cust-00165,rebecca martin,brandi96@example.com,germany,finance,organic,free,,2021-05-12,1330,12,5.0,0.0,12,1,2,8,8.0,0,,0,44.3,1,37.5
cust-00166,jessica brandt,lindanielle@example.com,brazil,retail,paid search,pro,dedicated,2024-05-04,242,1,5.0,115.22,4,19,0,9,7.0,1,2024-07-26,0,8.1,0,49.17
cust-00167,john henson,yhall@example.org,canada,retail,email,pro,,2022-04-14,993,24,1.0,99.56,11,19,2,1,3.0,0,,0,33.1,1,52.83
cust-00168,jason kennedy,ewilliams@example.org,us,saas,organic,basic,,2021-09-30,1189,12,5.0,32.02,9,15,2,29,6.0,0,,0,39.6,1,49.5
cust-00169,william lindsey,rossdaniel@example.com,canada,retail,social,free,,2021-03-01,1402,24,10.0,0.0,10,14,3,7,7.0,0,,0,46.7,1,51.67
cust-00170,robert edwards,hvilla@example.com,uk,saas,paid search,basic,priority,2023-05-13,599,24,5.0,23.91,4,3,1,1,8.0,0,,0,20.0,1,27.17
cust-00171,austin walters,michaelhenry@example.com,canada,saas,referral,pro,email,2023-09-17,472,12,10.0,96.72,12,4,2,14,1.0,0,,0,15.7,1,28.0
cust-00172,shawna andrews,sandovalsusan@example.net,us,other,organic,enterprise,email,2021-01-25,1437,12,10.0,461.7,1,7,1,13,9.0,0,,0,47.9,1,30.17
cust-00173,sarah matthews,robertmcdonald@example.net,us,healthcare,organic,pro,,2023-01-18,714,12,10.0,85.59,7,1,1,39,8.0,0,,0,23.8,1,29.17
cust-00174,brian chandler,stephaniemitchell@example.org,india,healthcare,organic,basic,,2021-11-27,1131,12,5.0,33.64,0,19,1,6,4.0,1,2024-12-14,0,37.7,1,36.5
cust-00175,austin mccarty,osmith@example.net,us,other,organic,pro,email,2023-07-31,520,12,1.0,96.36,7,3,0,3,7.0,0,,0,17.3,1,30.17
cust-00176,jenny taylor,richard61@example.net,india,other,organic,basic,priority,2021-09-12,1207,12,2.0,23.23,7,15,2,0,7.0,1,2022-05-17,0,40.2,1,48.17
cust-00177,abigail robbins,norma04@example.com,us,finance,referral,pro,priority,2023-10-06,453,12,25.0,124.07,11,13,0,15,8.0,0,,0,15.1,1,53.83
cust-00178,grace thomas,clarkmatthew@example.org,canada,education,social,free,,2022-07-19,897,12,5.0,0.0,5,14,0,11,6.0,0,,0,29.9,1,41.33
cust-00179,katherine taylor,stephanie28@example.com,canada,unknown,social,pro,email,2024-09-29,94,12,10.0,106.59,6,7,1,43,0.0,1,2024-11-27,0,3.1,1,20.5
cust-00180,nicolas jones,palmermiguel@example.com,germany,retail,referral,basic,dedicated,2021-07-20,1261,1,10.0,35.63,7,1,1,14,5.0,0,,0,42.0,0,23.17
cust-00181,robert greer,sotosarah@example.net,uk,healthcare,organic,enterprise,email,2022-05-13,964,1,1.0,444.08,4,13,1,32,7.0,0,,0,32.1,0,40.17
cust-00182,brenda rojas,brian22@example.com,us,finance,organic,basic,priority,2021-06-15,1296,24,25.0,29.79,13,4,0,57,10.0,0,,0,43.2,1,47.67
cust-00183,barbara daniels,gary59@example.net,us,finance,paid search,pro,,2024-09-12,111,12,1.0,95.48,8,12,1,6,9.0,0,,0,3.7,1,49.33
cust-00184,david robles,spearsrebecca@example.net,uk,unknown,organic,enterprise,dedicated,2024-07-04,181,1,100.0,396.12,12,7,2,1,4.0,0,,0,6.0,0,38.5
cust-00185,joshua anderson,boltonarthur@example.org,canada,saas,paid search,free,priority,2022-01-12,1085,24,5.0,0.0,10,2,0,2,8.0,0,,0,36.2,1,35.67
cust-00186,kimberly warren,emilysharp@example.org,brazil,unknown,paid search,enterprise,dedicated,2023-08-22,498,1,5.0,703.84,5,17,0,4,10.0,0,,0,16.6,0,53.83
cust-00187,cory savage,nadams@example.net,india,saas,paid search,pro,priority,2024-04-08,268,12,1.0,108.69,8,1,1,8,0.0,0,,0,8.9,1,14.83
cust-00188,diana white,xpatterson@example.com,australia,finance,paid search,free,email,2023-03-22,651,1,50.0,0.0,8,14,2,1,7.0,1,2024-05-21,0,21.7,0,48.33
cust-00189,edward vega,jonesjeffrey@example.org,australia,finance,social,basic,dedicated,2023-02-13,688,24,5.0,37.32,7,1,0,4,7.0,0,,0,22.9,1,27.17
cust-00190,timothy robinson,qshaw@example.net,canada,unknown,social,pro,email,2021-12-20,1108,24,1.0,101.42,5,3,2,4,7.0,0,,0,36.9,1,26.83
cust-00191,william howard,nelsonpaul@example.org,us,education,paid search,free,email,2021-05-16,1326,12,2.0,0.0,8,11,1,0,7.0,0,,0,44.2,1,43.83
cust-00192,jeremy dickerson,daustin@example.org,india,other,email,basic,priority,2024-08-02,152,1,1.0,36.07,6,7,1,5,10.0,0,,0,5.1,0,40.5
cust-00193,jacqueline hendricks,idavis@example.org,canada,healthcare,email,basic,priority,2024-08-07,147,12,25.0,31.24,3,9,1,1,5.0,0,,0,4.9,1,28.5
cust-00194,sarah hoffman,pamelarichardson@example.org,france,finance,paid search,pro,dedicated,2023-07-14,537,12,2.0,86.09,8,3,0,6,9.0,0,,0,17.9,1,35.83
cust-00195,teresa ramos,danielsdaniel@example.com,us,finance,paid search,free,,2022-05-10,967,1,5.0,0.0,9,1,1,2,5.0,0,,0,32.2,0,26.5
cust-00196,robert perez,tonya51@example.com,uk,unknown,paid search,pro,priority,2022-05-25,952,12,1.0,101.5,5,19,0,20,6.0,0,,0,31.7,1,48.83
cust-00197,steven fernandez,joneskevin@example.com,germany,saas,email,enterprise,priority,2023-11-26,402,12,10.0,493.62,6,2,1,1,10.0,0,,0,13.4,1,33.0
cust-00198,deborah morrison,angelapierce@example.net,india,retail,social,enterprise,,2024-08-02,152,1,5.0,413.03,3,5,0,24,8.0,0,,0,5.1,0,28.5
cust-00199,victoria roth,knightjason@example.org,germany,unknown,organic,pro,email,2024-07-19,166,1,10.0,84.5,7,17,1,10,5.0,0,,0,5.5,0,47.17
cust-00200,jennifer barnett,sherry26@example.com,uk,finance,paid search,free,email,2024-02-13,323,12,25.0,0.0,9,19,2,7,7.0,1,2024-11-26,0,10.8,1,57.5
cust-00201,olivia miller,myerschristian@example.org,brazil,education,referral,pro,email,2023-07-27,524,12,1.0,100.54,7,5,1,9,0.0,0,,0,17.5,1,19.17
cust-00202,oscar salinas,jimenezcarolyn@example.com,us,unknown,paid search,free,dedicated,2021-05-03,1339,24,10.0,0.0,8,14,3,5,5.0,0,,0,44.6,1,44.33
cust-00203,scott maynard,michele80@example.net,uk,saas,organic,free,email,2021-08-24,1226,1,10.0,0.0,3,10,1,1,8.0,1,2024-03-20,0,40.9,0,36.0
cust-00204,cindy white,smorales@example.net,us,other,social,basic,priority,2024-08-04,150,12,5.0,31.72,6,7,0,17,7.0,0,,0,5.0,1,34.5
cust-00205,travis malone,williamsdorothy@example.org,australia,saas,referral,basic,dedicated,2023-06-05,576,12,1.0,29.02,4,8,1,31,7.0,0,,0,19.2,1,32.67
cust-00206,robert warner,carmen09@example.com,india,healthcare,social,pro,email,2021-01-14,1448,1,25.0,75.29,9,8,3,35,7.0,0,,0,48.3,0,41.0
cust-00207,angel jackson,bday@example.org,us,finance,social,pro,priority,2021-05-29,1313,12,500.0,117.67,6,7,1,13,6.0,0,,0,43.8,1,32.5
cust-00208,hannah smith,parkerjuan@example.net,india,healthcare,referral,basic,email,2023-08-27,493,1,100.0,22.0,6,13,0,6,0.0,1,2024-11-19,0,16.4,0,29.5
cust-00209,amy foster,diana24@example.com,us,saas,paid search,basic,priority,2021-01-08,1454,1,25.0,31.94,14,14,2,7,6.0,0,,0,48.5,0,56.33
cust-00210,william castro,tylerburton@example.com,india,saas,referral,enterprise,,2021-08-23,1227,12,5.0,576.18,9,19,1,12,9.0,0,,0,40.9,1,61.5
cust-00211,parker mayer,rweiss@example.net,australia,saas,organic,basic,dedicated,2023-03-13,660,12,2.0,29.41,3,11,1,20,7.0,0,,0,22.0,1,35.5
cust-00212,samantha peck,ecunningham@example.com,india,finance,referral,basic,,2023-10-08,451,24,1.0,25.36,3,2,0,5,6.0,0,,0,15.0,1,20.0
cust-00213,john hudson,hughesdeborah@example.org,us,healthcare,organic,free,email,2023-08-10,510,1,5.0,0.0,0,17,0,29,0.0,0,,0,17.0,0,25.5
cust-00214,keith decker,aprilfrancis@example.net,brazil,retail,referral,pro,priority,2021-11-24,1134,12,1.0,111.5,11,6,2,4,8.0,0,,0,37.8,1,43.33
cust-00215,anna todd,elizabethoneal@example.com,canada,finance,organic,pro,email,2023-11-06,422,1,5.0,89.98,6,9,1,9,7.0,0,,0,14.1,0,37.5
cust-00216,brian thomas,mary27@example.org,uk,education,organic,free,email,2021-12-13,1115,1,50.0,0.0,16,19,2,39,5.0,0,,0,37.2,0,65.17
cust-00217,bobby gutierrez,angelalewis@example.org,india,saas,organic,free,email,2022-04-21,986,24,100.0,0.0,12,5,1,33,7.0,0,,0,32.9,1,41.5
cust-00218,dave reid,grayrachel@example.com,us,healthcare,organic,pro,priority,2023-12-26,372,12,100.0,76.58,6,9,2,14,10.0,0,,0,12.4,1,43.5
cust-00219,katie clark,markdudley@example.com,india,finance,referral,pro,,2023-08-07,513,1,1.0,101.05,3,7,1,4,7.0,0,,0,17.1,0,29.5
cust-00220,michael ward,rjenkins@example.org,us,retail,referral,basic,,2024-05-24,222,12,50.0,35.27,3,4,1,2,6.0,0,,0,7.4,1,23.0
cust-00221,gavin holmes,rebeccaprince@example.com,canada,retail,paid search,enterprise,email,2023-08-19,501,24,1.0,381.8,5,18,1,1,8.0,0,,0,16.7,1,51.33
cust-00222,christie holder,mollyferguson@example.org,germany,finance,organic,free,email,2023-04-10,632,1,5.0,0.0,6,18,0,14,7.0,1,2024-05-07,0,21.1,0,51.0
cust-00223,jeff mcbride,hphillips@example.net,us,other,organic,basic,,2021-05-17,1325,1,10.0,30.63,7,17,2,8,4.0,0,,0,44.2,0,45.17
cust-00224,leslie prince,dodsonlee@example.org,us,education,organic,enterprise,email,2022-06-21,925,1,5.0,358.66,5,4,1,10,7.0,0,,0,30.8,0,28.33
cust-00225,daniel howard,bruce81@example.net,us,finance,organic,basic,email,2022-01-23,1074,24,100.0,28.02,6,16,1,7,5.0,0,,0,35.8,1,44.0
cust-00226,daniel burns,vbell@example.org,germany,finance,social,pro,,2021-12-23,1105,1,2.0,108.04,7,5,1,7,7.0,0,,0,36.8,0,33.17
cust-00227,stuart miller,emilywagner@example.com,uk,retail,organic,basic,email,2024-11-21,41,1,5.0,28.74,5,9,4,10,7.0,0,,0,1.4,0,35.83
cust-00228,timothy stanley,vlong@example.com,france,unknown,paid search,basic,priority,2022-07-28,888,12,1.0,31.52,8,2,0,29,9.0,0,,0,29.6,1,34.33
cust-00229,jamie gonzalez,gonzalezmeredith@example.net,us,healthcare,organic,enterprise,,2024-07-26,159,12,50.0,588.33,8,2,0,0,9.0,0,,0,5.3,1,34.33
cust-00230,linda heath,smithdeborah@example.com,us,saas,organic,basic,email,2023-07-11,540,12,5.0,23.85,10,4,1,19,0.0,1,2024-10-24,0,18.0,1,22.67
cust-00231,donna allen,avega@example.net,australia,finance,paid search,pro,priority,2024-03-06,301,12,10.0,99.52,7,17,1,5,8.0,0,,0,10.0,1,53.17
cust-00232,andrew jones,theresa10@example.com,us,finance,referral,free,email,2023-01-04,728,12,10.0,0.0,8,19,2,16,7.0,0,,0,24.3,1,55.83
cust-00233,sean potter,lisawilliams@example.com,india,retail,organic,free,priority,2023-04-23,619,24,10.0,0.0,11,3,0,35,7.0,1,2023-10-25,0,20.6,1,36.83
cust-00234,michael garcia,tyler25@example.com,india,other,organic,free,email,2022-12-21,742,1,5.0,0.0,7,5,1,4,8.0,0,,0,24.7,0,35.17
cust-00235,elizabeth smith,ryan66@example.org,canada,saas,paid search,pro,email,2021-10-13,1176,1,2.0,111.77,8,10,2,1,4.0,0,,0,39.2,0,36.33
cust-00236,james jordan,david01@example.org,france,retail,organic,basic,,2023-11-21,407,12,10.0,34.6,4,6,1,3,10.0,0,,0,13.6,1,35.67
cust-00237,jacob ingram,kevingardner@example.org,india,unknown,organic,pro,priority,2022-02-14,1052,12,100.0,104.07,19,3,0,3,8.0,0,,0,35.1,1,52.17
cust-00238,joseph weaver,bailey13@example.com,us,education,email,basic,priority,2021-02-05,1426,12,25.0,36.26,4,17,0,16,6.0,0,,0,47.5,1,44.17
cust-00239,christopher floyd,aolson@example.net,us,finance,referral,enterprise,,2023-08-01,519,1,1.0,413.72,15,10,0,0,7.0,0,,0,17.3,0,54.0
cust-00240,dawn daniel,pshelton@example.net,us,retail,referral,free,email,2021-09-16,1203,12,1.0,0.0,12,12,1,0,4.0,1,2023-03-05,0,40.1,1,46.0
cust-00241,kristina pacheco,gravesnathan@example.net,australia,finance,paid search,pro,dedicated,2024-10-05,88,12,5.0,109.29,5,1,2,14,8.0,0,,0,2.9,1,25.83
cust-00242,candice mccall,kristensmith@example.com,us,retail,paid search,pro,email,2024-10-24,69,24,25.0,66.69,9,18,1,9,0.0,0,,0,2.3,1,42.0
cust-00243,heather williams,kristenfisher@example.net,france,education,paid search,pro,email,2024-08-28,126,12,5.0,105.7,4,19,4,6,6.0,0,,0,4.2,1,47.17
cust-00244,dennis hayes,johnsonjoseph@example.org,brazil,healthcare,referral,pro,dedicated,2022-06-25,921,1,10.0,89.42,6,4,0,10,8.0,0,,0,30.7,0,32.0
cust-00245,zachary castillo,staciebeard@example.com,india,healthcare,referral,pro,priority,2021-01-23,1439,12,100.0,123.8,4,15,2,15,9.0,0,,0,48.0,1,47.17
cust-00246,john ballard,sherri42@example.net,germany,other,organic,pro,email,2024-09-17,106,1,5.0,108.35,15,9,2,1,5.0,0,,0,3.5,0,48.5
cust-00247,donald brown,johnprince@example.org,us,retail,paid search,free,priority,2022-09-18,836,24,5.0,0.0,4,6,0,9,7.0,0,,0,27.9,1,29.67
cust-00248,jasmine matthews,aliciacurtis@example.net,india,saas,paid search,free,priority,2024-11-12,50,12,50.0,0.0,6,12,0,20,7.0,0,,0,1.7,1,42.0
cust-00249,jennifer graham,tonyacruz@example.net,france,finance,social,enterprise,email,2024-11-07,55,12,5.0,393.76,4,18,3,5,6.0,0,,0,1.8,1,45.67
cust-00250,james mcdaniel,garnervictoria@example.net,us,other,referral,pro,email,2024-05-30,216,12,5.0,123.35,7,15,0,17,7.0,0,,0,7.2,1,48.17
cust-00251,helen lopez,areed@example.org,us,retail,paid search,pro,email,2022-03-06,1032,1,5.0,128.87,12,19,0,22,7.0,0,,0,34.4,0,62.5
cust-00252,jodi nunez,victoriajohnson@example.net,india,saas,organic,basic,dedicated,2022-07-17,899,1,5.0,28.26,5,9,2,20,5.0,0,,0,30.0,0,31.83
cust-00253,john roberts,jamesward@example.com,canada,retail,referral,free,priority,2024-05-27,219,1,10.0,0.0,3,13,1,12,10.0,0,,0,7.3,0,44.5
cust-00254,joshua alvarado,jasonvalentine@example.org,india,healthcare,organic,free,,2022-04-08,999,12,5.0,0.0,6,16,0,15,7.0,0,,0,33.3,1,48.0
cust-00255,anthony thompson,oharvey@example.com,india,unknown,paid search,pro,priority,2021-09-05,1214,12,2.0,87.04,3,13,1,18,9.0,0,,0,40.5,1,42.5
cust-00256,kelly henderson,zwagner@example.com,france,finance,organic,basic,email,2023-03-24,649,1,25.0,29.35,4,1,1,15,5.0,0,,0,21.6,0,18.17
cust-00257,sandra frazier,hwright@example.com,germany,other,referral,free,,2024-09-28,95,12,2.0,0.0,7,18,3,7,9.0,0,,0,3.2,1,56.67
cust-00258,kirk williams,diane92@example.net,uk,healthcare,organic,basic,email,2023-10-14,445,1,2.0,40.96,9,3,0,2,2.0,1,2024-10-28,0,14.8,0,23.5
cust-00259,joe foley,wilkinsbrittany@example.net,uk,unknown,paid search,free,email,2023-04-13,629,12,10.0,0.0,6,17,1,4,8.0,1,2023-11-24,0,21.0,1,51.5
cust-00260,brittany woodward,petersonjohn@example.net,uk,healthcare,social,basic,priority,2021-05-22,1320,12,5.0,32.42,2,5,2,2,6.0,1,2024-07-18,0,44.0,1,22.83
cust-00261,eric hawkins,castroandrea@example.org,australia,saas,organic,basic,,2023-06-17,564,12,2.0,28.43,16,6,3,5,7.0,0,,0,18.8,1,49.67
cust-00262,joshua sampson,ryanwhite@example.net,france,other,paid search,pro,priority,2024-12-16,16,1,1.0,106.78,7,17,1,8,7.0,1,,0,0.5,0,51.17
cust-00263,charles rice,myoung@example.com,india,healthcare,paid search,basic,email,2021-07-24,1257,24,10.0,25.71,9,17,0,38,0.0,0,,0,41.9,1,40.5
cust-00264,michael wong,jbentley@example.net,uk,retail,organic,basic,,2023-01-27,705,1,10.0,28.76,10,1,2,38,8.0,0,,0,23.5,0,34.17
cust-00265,andrew mccullough,erik80@example.com,france,finance,social,free,dedicated,2024-07-04,181,1,5.0,0.0,3,7,0,17,7.0,0,,0,6.0,0,29.5
cust-00266,joe house,francismatthew@example.com,canada,healthcare,organic,free,email,2023-12-18,380,12,1.0,0.0,2,16,0,47,8.0,1,2024-05-23,0,12.7,1,43.33
cust-00267,jaime nash,suarezricardo@example.net,france,finance,paid search,basic,email,2023-10-15,444,24,5.0,33.04,5,5,0,74,7.0,0,,0,14.8,1,29.83
cust-00268,karla lewis,brownjulie@example.org,canada,saas,referral,basic,email,2023-10-23,436,1,25.0,24.76,6,16,0,25,5.0,0,,0,14.5,0,44.0
cust-00269,matthew walker,hfreeman@example.org,us,education,referral,pro,priority,2022-06-09,937,12,5.0,82.29,11,4,1,0,9.0,0,,0,31.2,1,42.33
cust-00270,april white,william19@example.com,germany,other,referral,basic,email,2022-03-05,1033,12,50.0,26.73,11,11,0,6,8.0,0,,0,34.4,1,50.83
cust-00271,patrick cooper,wwood@example.net,us,finance,organic,pro,,2024-03-27,280,12,10.0,84.87,12,14,0,9,6.0,0,,0,9.3,1,53.0
cust-00272,april hughes,nicholsonmaria@example.com,uk,other,organic,pro,,2024-03-28,279,12,10.0,90.78,11,13,1,1,8.0,0,,0,9.3,1,53.83
cust-00273,terry watson,eguerrero@example.org,germany,saas,referral,pro,email,2024-06-19,196,1,100.0,95.79,4,8,0,19,9.0,0,,0,6.5,0,36.67
cust-00274,mikayla wright,patricia71@example.net,canada,healthcare,paid search,free,priority,2024-08-26,128,1,1.0,0.0,2,15,2,1,9.0,0,,0,4.3,0,43.83
cust-00275,shari lucas,sarahbuchanan@example.net,brazil,finance,social,basic,email,2023-01-17,715,12,5.0,34.24,12,18,2,5,0.0,0,,0,23.8,1,47.0
cust-00276,rebecca campbell,brenda56@example.com,france,finance,social,free,,2023-01-03,729,1,1.0,0.0,16,7,1,0,9.0,0,,0,24.3,0,55.17
cust-00277,linda lynn,cynthia68@example.org,australia,healthcare,social,free,,2024-03-11,296,12,5.0,0.0,11,19,1,8,7.0,0,,0,9.9,1,60.83
cust-00278,brooke duncan,stephaniewalker@example.org,germany,unknown,paid search,enterprise,email,2023-08-07,513,1,5.0,614.49,6,9,0,10,8.0,0,,0,17.1,0,39.5
cust-00279,amber johnson,vrice@example.net,canada,saas,paid search,free,dedicated,2023-10-22,437,12,1.0,0.0,6,11,3,15,6.0,0,,0,14.6,1,38.5
cust-00280,raymond anderson,clinejason@example.net,us,retail,social,basic,email,2024-03-07,300,12,100.0,32.67,6,10,1,4,8.0,0,,0,10.0,1,41.0
cust-00281,jennifer moody,cristian88@example.com,us,saas,paid search,pro,dedicated,2024-07-23,162,24,10.0,101.99,7,14,0,10,8.0,0,,0,5.4,1,48.67
cust-00282,rebekah wright,youngchristie@example.org,uk,finance,organic,pro,email,2022-05-09,968,12,50.0,115.41,6,16,2,15,6.0,0,,0,32.3,1,46.0
cust-00283,aaron rogers,whitegregory@example.net,germany,saas,social,basic,,2022-07-03,913,1,5.0,29.38,13,8,0,17,7.0,1,2023-06-18,0,30.4,0,47.67
cust-00284,vanessa palmer,morganflores@example.org,us,saas,social,free,priority,2021-05-18,1324,1,5.0,0.0,4,1,1,4,8.0,0,,0,44.1,0,24.17
cust-00285,karen hall,dustinjones@example.net,us,finance,paid search,basic,email,2023-04-25,617,12,1.0,18.48,10,12,0,0,7.0,0,,0,20.6,1,48.67
cust-00286,ashley delgado,kimberlysutton@example.org,us,finance,organic,basic,priority,2021-02-22,1409,12,5.0,39.21,3,3,1,0,0.0,1,2022-05-24,0,47.0,1,9.5
cust-00287,jonathan robertson,snyderseth@example.com,brazil,other,paid search,free,dedicated,2022-11-11,782,12,10.0,0.0,8,2,2,17,0.0,1,2024-01-26,0,26.1,1,16.33
cust-00288,ivan harris,lindajenkins@example.net,uk,finance,social,basic,,2023-03-04,669,12,1.0,30.99,9,16,2,5,8.0,0,,0,22.3,1,55.0
cust-00289,thomas davenport,williamsnicholas@example.net,germany,retail,email,free,,2022-02-23,1043,12,25.0,0.0,1,4,3,1,9.0,0,,0,34.8,1,25.67
cust-00290,denise olsen,johnjones@example.org,us,education,organic,free,priority,2023-05-13,599,24,2.0,0.0,10,2,1,2,9.0,0,,0,20.0,1,37.67
cust-00291,daniel williams,qking@example.com,france,unknown,organic,basic,email,2021-02-14,1417,1,5.0,28.07,6,12,0,17,5.0,0,,0,47.2,0,38.0
cust-00292,sandra gibson phd,diana09@example.com,us,saas,social,free,,2021-02-24,1407,12,5.0,0.0,8,17,0,10,7.0,0,,0,46.9,1,52.83
cust-00293,terry franklin,pgreen@example.com,us,finance,paid search,basic,,2024-04-15,261,1,500.0,40.39,9,10,2,8,5.0,0,,0,8.7,0,40.0
cust-00294,nicholas carrillo,masonrussell@example.net,germany,other,paid search,pro,,2022-06-10,936,12,1.0,100.75,2,8,0,11,10.0,1,2022-11-03,0,31.2,1,35.33
cust-00295,brent white,maxwell67@example.net,us,retail,email,pro,priority,2021-07-05,1276,12,10.0,115.07,7,18,2,1,5.0,1,2021-09-18,0,42.5,1,48.67
cust-00296,michelle wilson,lisa08@example.net,us,retail,organic,free,,2023-02-02,699,12,5.0,0.0,7,18,2,4,6.0,1,2024-10-24,0,23.3,1,50.67
cust-00297,cassandra vega,kortiz@example.org,us,saas,referral,free,email,2024-01-30,337,1,1.0,0.0,10,18,3,5,8.0,0,,0,11.2,0,59.67
cust-00298,ryan rivera,cody54@example.com,us,saas,organic,free,email,2021-11-12,1146,12,10.0,0.0,5,2,0,4,9.0,0,,0,38.2,1,29.33
cust-00299,ashley diaz,ericalove@example.com,us,healthcare,paid search,pro,email,2023-06-29,552,1,2.0,74.49,2,12,0,23,7.0,0,,0,18.4,0,35.33
cust-00300,linda anderson md,twilliams@example.net,uk,finance,social,pro,,2021-05-05,1337,1,1.0,92.63,11,10,2,10,7.0,0,,0,44.6,0,47.33
cust-00301,becky frost,nguyenjacqueline@example.net,india,unknown,paid search,free,priority,2021-03-17,1386,1,1.0,0.0,9,8,4,15,7.0,0,,0,46.2,0,41.0
cust-00302,craig peterson,erikjackson@example.org,france,other,email,enterprise,,2023-02-15,686,12,25.0,420.41,13,19,1,3,7.0,0,,0,22.9,1,64.17
cust-00303,christine bennett,rking@example.net,germany,education,referral,free,priority,2023-03-01,672,1,1.0,0.0,7,10,1,3,1.0,1,2024-11-16,0,22.4,0,28.67
cust-00304,david robles,rebeccadorsey@example.net,us,finance,paid search,basic,priority,2023-07-20,531,1,5.0,40.97,10,11,1,3,8.0,0,,0,17.7,0,49.17
cust-00305,andrew harmon,amy29@example.org,brazil,education,organic,pro,email,2023-11-27,401,1,1.0,111.94,8,14,0,13,7.0,0,,0,13.4,0,48.33
cust-00306,erica weber,brett49@example.net,uk,saas,paid search,pro,email,2024-11-25,37,1,1.0,73.58,3,15,0,5,7.0,0,,0,1.2,0,41.5
cust-00307,samantha brown,wangjamie@example.net,us,healthcare,paid search,pro,email,2023-01-24,708,1,2.0,111.3,6,10,2,6,4.0,0,,0,23.6,0,33.0
cust-00308,courtney williams,wrightanthony@example.net,france,finance,organic,pro,email,2022-04-17,990,1,5.0,111.26,7,4,3,14,4.0,1,2022-07-29,0,33.0,0,25.67
cust-00309,frances haley,gsmith@example.net,us,education,paid search,basic,priority,2024-03-06,301,12,2.0,31.5,14,7,0,42,9.0,0,,0,10.0,1,51.83
cust-00310,rachel gibson,amandagarcia@example.org,uk,education,paid search,pro,priority,2022-01-31,1066,12,1.0,117.28,3,11,2,2,8.0,1,2023-09-22,0,35.5,1,37.5
cust-00311,kristin lozano,wmiller@example.net,germany,retail,referral,free,email,2022-10-03,821,1,25.0,0.0,4,3,2,0,9.0,0,,0,27.4,0,29.17
cust-00312,stacey golden,lisa97@example.com,india,other,referral,pro,email,2021-04-25,1347,12,5.0,93.66,6,5,1,2,9.0,0,,0,44.9,1,35.5
cust-00313,scott medina,jessehernandez@example.org,germany,saas,referral,basic,dedicated,2021-02-07,1424,1,1.0,33.14,9,2,0,15,7.0,0,,0,47.5,0,32.0
cust-00314,charles davis,sfox@example.org,canada,other,organic,pro,dedicated,2024-11-06,56,1,5.0,92.75,12,12,0,2,5.0,0,,0,1.9,0,48.0
cust-00315,paul mcclain,robert77@example.net,brazil,other,organic,basic,email,2024-05-05,241,12,1.0,18.63,2,5,2,10,5.0,0,,0,8.0,1,20.83
cust-00316,steven stevens,sarascott@example.com,us,saas,referral,pro,email,2023-10-14,445,12,10.0,121.99,4,7,0,10,10.0,0,,0,14.8,1,37.17
cust-00317,lance thomas,rebeccahartman@example.org,us,unknown,paid search,basic,email,2022-08-21,864,24,2.0,34.61,10,4,0,4,7.0,0,,0,28.8,1,36.67
cust-00318,billy avery,hendrixleslie@example.net,uk,saas,organic,pro,dedicated,2021-09-11,1208,1,1.0,86.08,14,11,4,0,2.0,1,2023-07-08,0,40.3,0,43.83
cust-00319,brad freeman,hharrison@example.net,uk,healthcare,social,free,,2021-08-17,1233,12,1.0,0.0,2,9,0,6,5.0,0,,0,41.1,1,26.83
cust-00320,randy ferguson,odavis@example.net,uk,healthcare,social,free,email,2022-01-01,1096,12,2.0,0.0,6,4,1,2,9.0,0,,0,36.5,1,34.0
cust-00321,elizabeth gray,gallagherkristen@example.com,india,finance,paid search,free,email,2023-03-13,660,24,25.0,0.0,6,9,0,2,9.0,0,,0,22.0,1,41.5
cust-00322,christopher russell,bhawkins@example.org,canada,other,organic,free,email,2023-11-10,418,24,1.0,0.0,9,12,0,8,9.0,0,,0,13.9,1,51.0
cust-00323,russell taylor,nbrown@example.net,france,finance,social,pro,email,2023-08-22,498,1,1.0,104.12,7,16,2,13,6.0,0,,0,16.6,0,47.67
cust-00324,leonard peterson,hmoore@example.com,uk,healthcare,referral,free,dedicated,2022-02-13,1053,1,5.0,0.0,6,1,1,0,8.0,0,,0,35.1,0,27.5
cust-00325,barry martinez,kevin14@example.org,india,education,social,enterprise,,2024-10-26,67,12,10.0,477.37,4,8,2,10,5.0,0,,0,2.2,1,28.67
cust-00326,ashley stevens,crodriguez@example.net,brazil,other,social,basic,email,2023-12-14,384,1,1.0,29.1,12,1,2,3,4.0,0,,0,12.8,0,29.5
cust-00327,sheri morales,amy63@example.net,india,saas,social,free,,2023-03-21,652,12,2.0,0.0,8,19,0,13,0.0,1,2023-12-07,0,21.7,1,41.83
cust-00328,nicole nelson,fosterchristopher@example.net,us,other,paid search,pro,,2023-06-13,568,1,2.0,107.97,12,4,1,19,4.0,0,,0,18.9,0,34.0
cust-00329,robert gutierrez,amy26@example.org,canada,saas,organic,pro,email,2022-09-05,849,12,1.0,99.74,4,14,2,19,8.0,1,2024-01-13,0,28.3,1,43.67
cust-00330,curtis boyd,pcohen@example.net,us,education,referral,basic,email,2021-12-28,1100,1,2.0,34.23,6,14,0,5,7.0,0,,0,36.7,0,45.0
